Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0.0,0.0,0.01,0.0,0.01
Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,Racing,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.04
Dr. Seuss: How the Grinch Stole Christmas,DS,2007,Action,CokeM Interactive,0.29,0.0,0.0,0.02,0.31
Draglade,DS,2007,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1
Draglade (JP sales),DS,2007,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.33,0.37,0.26,0.09,1.04
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.02,0.21
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07,0.44
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0.0,0.0,0.01,0.19
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71
Dragon Shadow Spell,PS2,2007,Role-Playing,Flight-Plan,0.0,0.0,0.08,0.0,0.08
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Dragon Zakura DS,DS,2007,Misc,Electronic Arts,0.0,0.0,0.01,0.0,0.01
Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0.0,0.05,0.0,0.07
Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ,0.03,0.0,0.0,0.0,0.03
Drawn to Life,DS,2007,Action,THQ,0.71,0.02,0.0,0.06,0.79
Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0.0,0.08,0.25
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03
Drone Tactics,DS,2007,Strategy,Success,0.01,0.0,0.0,0.0,0.02
Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06
Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games,0.01,0.0,0.0,0.0,0.01
Dungeon Maker II: The Hidden War,PSP,2007,Role-Playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07
Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,0.09,0.0,0.0,0.01,0.1
Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3
Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07
Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19
Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.48
EA Playground,DS,2007,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33
EA Playground,Wii,2007,Sports,Electronic Arts,0.69,0.48,0.0,0.13,1.3
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03
Eiken DS,DS,2007,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,Role-Playing,Falcom Corporation,0.0,0.0,0.01,0.0,0.01
El Tigre: The Adventures of Manny Rivera,DS,2007,Platform,THQ,0.08,0.0,0.0,0.01,0.09
Elements of Destruction,DS,2007,Strategy,THQ,0.07,0.0,0.0,0.01,0.07
Elvandia Story,PS2,2007,Role-Playing,Spike,0.0,0.0,0.02,0.0,0.02
Empire Earth III,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2
Enchanted Arms (JP sales),PS3,2007,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04
Endless Ocean,Wii,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,0.01,0.0,0.0,0.0,0.02
Eternal Sonata,X360,2007,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.33
Etrian Odyssey,DS,2007,Role-Playing,Nintendo,0.2,0.03,0.09,0.02,0.34
EyeCreate,PS3,2007,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55
F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09
F.E.A.R. Perseus Mandate,PC,2007,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01
FIFA Soccer 08,DS,2007,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.85
FIFA Soccer 08,PC,2007,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76
FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0.0,0.39,1.35
FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02
FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35
Face Training,DS,2007,Misc,Nintendo,0.0,0.0,0.19,0.0,0.19
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.05
Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,0.19,0.15,0.0,0.05,0.39
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05
Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12
Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO,0.0,0.0,0.01,0.0,0.01
Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007,Fighting,SNK Playmore,0.0,0.0,0.01,0.0,0.01
Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13
Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17
Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.59
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.67
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.03,0.07,0.04,0.51
Final Fantasy IV,DS,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16
Final Fantasy XI: Vana'diel Collection 2008,PS2,2007,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15
Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.25,0.0,0.02,0.02,0.3
Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51
Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27
Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31
Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,0.07,0.03,0.0,0.01,0.11
Flipper Critters,DS,2007,Simulation,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,0.2,0.05,0.05,0.03,0.33
Football Manager Handheld 2008,PSP,2007,Sports,Sega,0.0,0.34,0.0,0.0,0.34
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007,Sports,DSI Games,0.02,0.0,0.0,0.0,0.02
Front Mission,DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04
Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0.0,0.01,0.0,0.0,0.01
Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,0.01,0.0,0.0,0.0,0.01
Furu Furu Park,Wii,2007,Misc,Taito,0.05,0.0,0.0,0.0,0.05
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17
G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,0.0,0.01,0.02,0.0,0.02
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Misc,Gakken,0.0,0.0,0.02,0.0,0.02
Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0.0,0.0,0.03,0.0,0.03
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03
Game Party,Wii,2007,Misc,Midway Games,1.5,0.78,0.0,0.24,2.52
Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,0.0,0.0,0.61,0.0,0.61
Garfield's Nightmare,DS,2007,Platform,Game Factory,0.01,0.0,0.0,0.0,0.02
Garfield: Lasagna World Tour,PS2,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02,0.17
Gears of War,PC,2007,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02
Geometry Wars: Galaxies,DS,2007,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.15
Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0.0,0.0,0.01,0.13
Ghost Rider,PSP,2007,Action,Take-Two Interactive,0.22,0.0,0.0,0.02,0.24
Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.79
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,2007,Role-Playing,Banpresto,0.0,0.0,0.08,0.0,0.08
Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Glory Days 2,DS,2007,Strategy,Ghostlight,0.08,0.0,0.0,0.01,0.1
"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
Godzilla Unleashed,Wii,2007,Fighting,Atari,0.15,0.0,0.0,0.01,0.16
Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.11,0.0,0.0,0.01,0.12
Goku Makaimura Kai,PSP,2007,Platform,Capcom,0.0,0.0,0.01,0.0,0.01
Gothic Universe,PC,2007,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01,0.04
Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05
Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04
Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11
Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0.0,0.17,2.2
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0.0,0.44,4.62
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
Guitar Rock Tour,DS,2007,Misc,Gameloft,0.1,0.0,0.0,0.01,0.11
Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0.0,0.0,0.06,0.0,0.06
Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.1
Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios,1.06,0.37,0.0,0.15,1.58
Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,0.87,0.38,0.0,0.13,1.39
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007,Racing,Black Bean Games,0.03,0.03,0.0,0.01,0.07
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0.0,0.0,0.0,0.04
Happiness! De-Lucks,PS2,2007,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14
Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.47,0.0,0.1,0.85
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04
Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27
Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.04,0.0,0.03,0.25
Harry Potter and the Order of the Phoenix,PSP,2007,Action,Electronic Arts,0.1,0.17,0.0,0.1,0.37
Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,0.38,0.06,0.0,0.04,0.49
Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.04,0.0,0.02,0.3
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84
Heatseeker,PSP,2007,Action,Codemasters,0.04,0.0,0.0,0.0,0.04
Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1
Heavenly Guardian,Wii,2007,Shooter,505 Games,0.06,0.0,0.0,0.0,0.07
Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Hello Kitty Party,DS,2007,Misc,Rising Star Games,0.79,0.53,0.0,0.13,1.44
Heroes of Mana,DS,2007,Strategy,Square Enix,0.08,0.01,0.05,0.01,0.15
High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.91,0.0,0.23,2.2
High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87
High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.16,0.45,0.0,0.16,1.77
Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07
Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12
Hitman Trilogy,PS2,2007,Action,Eidos Interactive,0.05,0.04,0.0,0.01,0.11
Hokuto no Ken,PS2,2007,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14
Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,0.21,0.0,0.0,0.02,0.23
Horse Life,DS,2007,Simulation,Game Life,0.09,0.02,0.0,0.01,0.13
Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0.0,0.0,0.01,0.0,0.01
Hospital Tycoon,PC,2007,Strategy,Codemasters,0.0,0.01,0.0,0.0,0.01
Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,0.09,0.0,0.0,0.01,0.1
Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.22,0.0,0.0,0.02,0.23
Hot Wheels: Beat That!,PS2,2007,Racing,Activision,0.2,0.15,0.0,0.05,0.4
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.15
Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.17
HotBrain,PSP,2007,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56
Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13
I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.83
Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0.0,0.0,0.01,0.0,0.01
Ikki Tousen: Shining Dragon,PS2,2007,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
Imabikisou,PS3,2007,Adventure,Sega,0.0,0.0,0.04,0.0,0.04
Imagine Figure Skater (JP sales),DS,2007,Sports,Ubisoft,0.0,0.0,0.01,0.0,0.01
Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,0.45,0.49,0.0,0.11,1.05
Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81
Imagine: Figure Skater (US sales),DS,2007,Sports,Ubisoft,0.46,0.01,0.0,0.0,0.47
Imagine: Ice Champions,DS,2007,Sports,Spike,0.15,0.0,0.0,0.01,0.16
Imagine: Master Chef,DS,2007,Simulation,Ubisoft,0.39,0.92,0.0,0.17,1.47
Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13
Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.02,0.06
Indianapolis 500 Legends,DS,2007,Racing,Destineer,0.08,0.0,0.0,0.01,0.09
Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0.0,0.0,0.01,0.13
Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,0.06,0.0,0.0,0.0,0.07
Interactive Storybook DS Series 3,DS,2007,Misc,Tommo,0.02,0.0,0.0,0.0,0.02
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1
Itadaki Street DS,DS,2007,Misc,Square Enix,0.0,0.0,0.41,0.0,0.41
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06
J-League Pro Soccer Club o Tsukurou! 5,PS2,2007,Sports,Sega,0.0,0.0,0.19,0.0,0.19
J-League Winning Eleven 2007: Club Championship,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.28
Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22
Jake Hunter Detective Story: Memories of the Past,DS,2007,Adventure,PQube,0.06,0.0,0.05,0.0,0.11
Jam Sessions: Sing and Play Guitar (US sales),DS,2007,Misc,Ubisoft,0.38,0.0,0.0,0.0,0.38
Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft,0.0,0.0,0.01,0.0,0.01
Jenga World Tour,DS,2007,Misc,Atari,0.09,0.0,0.0,0.01,0.09
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0.0,0.0,0.0,0.05
Jewel Quest II,PC,2007,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01
Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.03,0.18,0.0,0.01,0.22
Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
Jikkyou Powerful Pro Yakyuu Portable 2,PSP,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007,Misc,Takara Tomy,0.0,0.0,0.01,0.0,0.01
Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0.0,0.0,0.03,0.0,0.03
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Misc,Sega,0.0,0.0,0.02,0.0,0.02
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Misc,Sega,0.0,0.0,0.02,0.0,0.02
John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,0.23,0.04,0.0,0.02,0.3
Juiced 2: Hot Import Nights,DS,2007,Racing,THQ,0.22,0.0,0.0,0.02,0.24
Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0.0,0.01,0.0,0.0,0.01
Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39
Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.26
Juiced 2: Hot Import Nights,PSP,2007,Racing,THQ,0.06,0.2,0.0,0.11,0.37
Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0.0,0.07,0.63
Kabu Trader Shun,DS,2007,Action,Capcom,0.0,0.0,0.03,0.0,0.03
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007,Action,Takara Tomy,0.0,0.0,0.05,0.0,0.05
